"Route","Signal","WordPress value","Astro production value","Match status","Difference type","Action","Reason"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Open Graph description","Services › Renovation › Selangor Guide House Renovation in Selangor: The Ultimate 2026 Guide to Extending Your Home By RK Reno Expert 10 Minute Read Selangor, MY Selangor is home to some of the most vibrant townships in Malaysia. From the bustling streets of Subang Jaya to the spacious layouts of Shah Alam and the","Review site conditions, layout, structural questions, services and quotation factors before planning a home extension in Selangor.","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Current source photograph is unavailable and unsupported warranty wording remains excluded"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Open Graph image","https://rkrenosolution.com/wp-content/uploads/2026/03/RK-Reno-Solutions-Logo.png","https://rkrenosolution.com/assets/media/RK-Reno-Solutions-Logo-942f64bb.png","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Current source photograph is unavailable and unsupported warranty wording remains excluded"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Schema types","BlogPosting | BreadcrumbList | Organization | Person | WebPage | WebSite | FAQPage","BlogPosting","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Published date","2026-03-28T11:12:36+00:00","2026-03-28T11:12:36","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Current source photograph is unavailable and unsupported warranty wording remains excluded"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Modified date","2026-03-28T11:13:12+00:00","2026-03-28T11:13:12","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Current source photograph is unavailable and unsupported warranty wording remains excluded"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Sitemap presence","FALSE","TRUE","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Important internal links","/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/ | / | /electrical-services-selangor/ | /plaster-ceiling-contractor-kl/ | /house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/ | /blog/ | /office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","/ | /electrical-services-selangor/ | /plaster-ceiling-contractor-kl/ | /house-renovation-in-selangor/ | /service/building-renovation/ | /contact-us/ | /aircond-installation-kl-the-ultimate-2026-guide-rk-reno-solution/ | /commercial-retail-shop-renovation-in-kuala-lumpur/ | /electrical-services-selangor-the-complete-safety-pricing-guide-2026-edition/ | /house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/ | /house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Current source photograph is unavailable and unsupported warranty wording remains excluded"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Main visible content","7c431bc7f1f6812bb143af427ca0904266f836fd3ed546248281b0941008c31c","d92ffc96c2bd6926d50c53e2f365d6efd62d9299bf8ee0620bc16c977f9cdf7e","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Current source photograph is unavailable and unsupported warranty wording remains excluded"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Image references","https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g | https://rkrenosolution.com/wp-content/uploads/2026/01/House-Renovation-in-Selangor-modern-terrace-extension-and-interior-remodeling-project.jpeg?q=80&w=1000&auto=format&fit=crop | https://rkrenosolution.com/wp-content/uploads/2026/01/Quality-House-Renovation-in-Selangor-featuring-wet-works-and-tiling-installation.jpeg?q=80&w=1000&auto=format&fit=crop","/assets/media/Home-renovation-service-in-KL-422b205c.jpg | /assets/media/Home-renovation-service-in-KL-422b205c.jpg","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Current source photograph is unavailable and unsupported warranty wording remains excluded"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Meta description","Services › Commercial › Office Fit-Out Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity By RK Project Director 9 Minute Read Kuala Lumpur, MY Your office is more than just a place to work; it is the physical embodiment of your brand. In Kuala Lumpur's competitive market, a modern, functional workspace is","Plan an office fit-out around space requirements, building rules, coordinated services, work sequencing and handover.","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Robots","max-image-preview:large","index, follow","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Main headings","H1:Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity | H2:1. The Rules: Permits & Building Management | H2:2. Partitioning: Gypsum vs. Glass | H3:Gypsum Board Partition (Drywall) | H3:Tempered Glass Partition | H2:3. Commercial Flooring Options | H2:4. The Backbone: Data Cabling & Electrical | H2:5. Moving Out? Office Reinstatement | H3:Planning an Office Fit-Out? | H2:6. Office Renovation Cost Guide (KL 2026) | H2:Why RK Reno Solution? | H3:Leave A Comment Cancel Comment","H1:Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity | H2:Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity | H2:1. The Rules: Permits & Building Management | H2:2. Partitioning: Gypsum vs. Glass | H3:Gypsum Board Partition (Drywall) | H3:Tempered Glass Partition | H2:3. Commercial Flooring Options | H2:4. The Backbone: Data Cabling & Electrical | H2:5. Moving Out? Office Reinstatement | H3:Planning an Office Fit-Out? | H2:6. Office Renovation Cost Guide (KL 2026) | H2:Why RK Reno Solution? | H2:Request a clear scope and quotation | H2:Related service | H2:Recent guides | H2:Search","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Open Graph description","Services › Commercial › Office Fit-Out Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity By RK Project Director 9 Minute Read Kuala Lumpur, MY Your office is more than just a place to work; it is the physical embodiment of your brand. In Kuala Lumpur's competitive market, a modern, functional workspace is","Plan an office fit-out around space requirements, building rules, coordinated services, work sequencing and handover.","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Open Graph image","https://rkrenosolution.com/wp-content/uploads/2026/03/RK-Reno-Solutions-Logo.png","https://rkrenosolution.com/assets/media/RK-Reno-Solutions-Logo-942f64bb.png","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Schema types","BlogPosting | BreadcrumbList | Organization | Person | WebPage | WebSite | FAQPage","BlogPosting","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Published date","2026-03-28T11:15:05+00:00","2026-03-28T11:15:05","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Modified date","2026-03-28T11:19:42+00:00","2026-03-28T11:19:42","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Sitemap presence","FALSE","TRUE","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Important internal links","/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/ | / | /tag/office-fit-out/ | /house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/ | /blog/ | /plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","/ | /office-renovation-in-kuala-lumpur/ | /service/building-renovation/ | /contact-us/ | /aircond-installation-kl-the-ultimate-2026-guide-rk-reno-solution/ | /commercial-retail-shop-renovation-in-kuala-lumpur/ | /electrical-services-selangor-the-complete-safety-pricing-guide-2026-edition/ | /house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/ | /house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Main visible content","a93f80c468fa2bb508303507a77eb17a2512af835466e60b25820bcafbb46cf6","f08c2aa5b4adb68c960937e7b260704e439ce9cc690880a07d8497b4ea9e4353","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Image references","https://secure.gravatar.com/avatar/4c7a7e136a0e22539059a09b5784869ac34f14870c8711497f9feb22be355403?s=96&d=mm&r=g | https://rkrenosolution.com/wp-content/uploads/2026/01/Modern-Office-Renovation-in-Kuala-Lumpur-featuring-open-plan-layout-and-glass-partitions.jpeg?q=80&w=1000&auto=format&fit=crop","/assets/media/Office-renovation-service-in-Selangor-7928d19d.jpg","INTENTIONAL_CORRECTION","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","Static Astro sidebar search is intentionally disabled on staging"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","Meta description","Servis Pembersihan KL Pakej Cuci Rumah KL: Harga & Servis Deep Cleaning 2026 Sedang cari pakej cuci rumah untuk kondo, rumah teres, rumah selepas renovasi, atau persediaan sebelum Hari Raya? RK Reno Solution menyediakan servis cuci rumah di Kuala Lumpur, Selangor, Setapak, Cheras, Wangsa Maju, dan kawasan sekitar. Semak Harga Lihat Servis Sesuai untuk deep","Plan a one-off deep-cleaning enquiry for a Kuala Lumpur home, including current availability, property condition and quotation factors.","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Several current WordPress package images remain unavailable; closest localized cleaning imagery is retained"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","Robots","max-image-preview:large","index, follow","EQUIVALENT_SAFE","TECHNICAL_IMPLEMENTATION_DIFFERENCE","PRESERVE_APPROVED_ASTRO","The Astro control is explicit and matches the approved production indexing strategy."
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","H1","Pakej Cuci Rumah KL: Harga & Servis Deep Cleaning 2026","Pakej Deep Cleaning Rumah KL (Termasuk Pre-Hari Raya)","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Several current WordPress package images remain unavailable; closest localized cleaning imagery is retained"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","Main headings","H1:Pakej Cuci Rumah KL: Harga & Servis Deep Cleaning 2026 | H2:Pakej Cuci Rumah Untuk Ruang Yang Lebih Bersih | H3:Deep Cleaning | H3:Post Renovation | H3:Pre-Hari Raya | H2:Isi Kandungan | H2:Apa Yang Termasuk Dalam Pakej Cuci Rumah? | H2:Harga Pakej Cuci Rumah KL | H2:Mahukan Harga Untuk Rumah Anda? | H2:Pakej Cuci Rumah Pre-Hari Raya | H2:Cucian Selepas Renovasi Rumah | H3:Servis Ini Sesuai Selepas: | H2:Servis Tambahan Yang Boleh Digabungkan | H3:Cuci Dapur Berminyak | H3:Cuci Habuk Plaster Ceiling | H3:Servis Aircond Add-On | H2:Kenapa Pilih RK Reno Solution? | H3:Pemeriksaan Awal | H3:Rumah & Pejabat | H3:Fokus Kawasan Penting | H2:Soalan Lazim Tentang Pakej Cuci Rumah | H3:Berapa harga pakej cuci rumah di KL? | H3:Apa beza deep cleaning dan cucian biasa? | H3:Adakah pakej ini sesuai selepas renovasi? | H3:Berapa lama masa cuci rumah diambil? | H3:Bagaimana cara tempah pakej cuci rumah? | H2:Tempah Pakej Cuci Rumah Hari Ini | H3:Leave A Comment Cancel Comment","H1:Pakej Deep Cleaning Rumah KL (Termasuk Pre-Hari Raya) | H2:Pakej Cuci Rumah KL: Harga & Servis Deep Cleaning 2026 | H2:Pakej Cuci Rumah Untuk Ruang Yang Lebih Bersih | H3:Deep Cleaning | H3:Post Renovation | H3:Pre-Hari Raya | H2:Isi Kandungan | H2:Apa Yang Termasuk Dalam Pakej Cuci Rumah? | H2:Harga Pakej Cuci Rumah KL | H2:Mahukan Harga Untuk Rumah Anda? | H2:Pakej Cuci Rumah Pre-Hari Raya | H2:Cucian Selepas Renovasi Rumah | H3:Servis Ini Sesuai Selepas: | H2:Servis Tambahan Yang Boleh Digabungkan | H3:Cuci Dapur Berminyak | H3:Cuci Habuk Plaster Ceiling | H3:Servis Aircond Add-On | H2:Kenapa Pilih RK Reno Solution? | H3:Pemeriksaan Awal | H3:Rumah & Pejabat | H3:Fokus Kawasan Penting | H2:Soalan Lazim Tentang Pakej Cuci Rumah | H3:Berapa harga pakej cuci rumah di KL? | H3:Apa beza deep cleaning dan cucian biasa? | H3:Adakah pakej ini sesuai selepas renovasi? | H3:Berapa lama masa cuci rumah diambil? | H3:Bagaimana cara tempah pakej cuci rumah? | H2:Tempah Pakej Cuci Rumah Hari Ini | H2:Request a clear scope and quotation | H2:Related service | H2:Recent guides | H2:Search","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Several current WordPress package images remain unavailable; closest localized cleaning imagery is retained"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","Open Graph description","Servis Pembersihan KL Pakej Cuci Rumah KL: Harga & Servis Deep Cleaning 2026 Sedang cari pakej cuci rumah untuk kondo, rumah teres, rumah selepas renovasi, atau persediaan sebelum Hari Raya? RK Reno Solution menyediakan servis cuci rumah di Kuala Lumpur, Selangor, Setapak, Cheras, Wangsa Maju, dan kawasan sekitar. Semak Harga Lihat Servis Sesuai untuk deep","Plan a one-off deep-cleaning enquiry for a Kuala Lumpur home, including current availability, property condition and quotation factors.","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Several current WordPress package images remain unavailable; closest localized cleaning imagery is retained"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","Open Graph image","https://rkrenosolution.com/wp-content/uploads/2026/03/RK-Reno-Solutions-Logo.png","https://rkrenosolution.com/assets/media/RK-Reno-Solutions-Logo-942f64bb.png","INTENTIONAL_CORRECTION","BROKEN_SOURCE_IMAGE_REPLACED","PRESERVE_APPROVED_ASTRO","Several current WordPress package images remain unavailable; closest localized cleaning imagery is retained"
